availability_of_water,location,distant_from_school,room_type,apartment_type,price
yes,Jabulo,15,self contain,duplex,192458
yes,Jabulo,15,single room,bungalow,116280
yes,Danbare,15,single room,duplex,149566
yes,Rimi gata,15,single room,duplex,135091
yes,Jabulo,15,single room,bungalow,125825
yes,Rimi gata,10,self contain,duplex,192290
yes,Jabulo,5,self contain,bungalow,168701
yes,Rimi gata,10,single room,duplex,100903
yes,Rimi gata,5,self contain,bungalow,180497
yes,Rimi gata,15,self contain,duplex,124204
yes,Danbare,5,self contain,bungalow,138979
yes,Jabulo,15,self contain,bungalow,131093
yes,Danbare,5,single room,duplex,124690
yes,Jabulo,5,self contain,bungalow,185010
yes,Danbare,5,single room,bungalow,118285
yes,Hawa dawai ke,15,self contain,bungalow,114809
yes,Hawa dawai ke,5,single room,duplex,127703
yes,Jabulo,5,single room,duplex,105736
yes,Danbare,10,single room,duplex,142054
yes,Jabulo,10,single room,bungalow,121046
yes,Rimi gata,10,self contain,bungalow,113234
yes,Rimi gata,5,self contain,bungalow,111579
yes,Hawa dawai ke,5,self contain,bungalow,189149
yes,Jabulo,5,self contain,duplex,228903
yes,Hawa dawai ke,5,self contain,bungalow,214703
yes,Jabulo,10,self contain,duplex,153768
yes,Rimi gata,5,self contain,duplex,170227
yes,Rimi gata,15,self contain,duplex,108950
yes,Danbare,10,single room,duplex,148104
yes,Jabulo,10,single room,bungalow,106004
yes,Danbare,5,single room,duplex,148098
yes,Hawa dawai ke,5,single room,bungalow,115292
yes,Jabulo,5,single room,bungalow,132354
yes,Rimi gata,5,self contain,bungalow,249826
yes,Jabulo,10,self contain,bungalow,126205
yes,Danbare,5,self contain,duplex,127795
yes,Rimi gata,10,single room,duplex,142093
yes,Jabulo,10,self contain,duplex,232399
yes,Danbare,15,single room,bungalow,147340
yes,Hawa dawai ke,10,single room,duplex,109974
yes,Hawa dawai ke,5,self contain,bungalow,206871
yes,Hawa dawai ke,10,self contain,duplex,243725
yes,Rimi gata,10,self contain,bungalow,168865
yes,Danbare,10,single room,duplex,106803
yes,Rimi gata,5,self contain,duplex,213879
yes,Danbare,5,self contain,duplex,120867
yes,Rimi gata,10,self contain,duplex,236726
yes,Danbare,15,single room,bungalow,102377
yes,Hawa dawai ke,10,single room,bungalow,103548
yes,Jabulo,15,single room,bungalow,124831
yes,Rimi gata,5,single room,bungalow,138214
yes,Hawa dawai ke,10,self contain,bungalow,176393
yes,Danbare,5,single room,bungalow,120057
yes,Danbare,15,self contain,bungalow,249353
yes,Hawa dawai ke,15,single room,duplex,135306
yes,Hawa dawai ke,5,self contain,duplex,102804
yes,Rimi gata,5,self contain,duplex,244134
yes,Hawa dawai ke,10,self contain,bungalow,132149
yes,Rimi gata,15,self contain,bungalow,173940
yes,Danbare,5,single room,duplex,133046
yes,Danbare,5,self contain,duplex,156532
yes,Hawa dawai ke,15,self contain,duplex,111636
yes,Rimi gata,15,self contain,bungalow,128253
yes,Rimi gata,15,self contain,bungalow,141330
yes,Jabulo,15,single room,duplex,130834
yes,Jabulo,5,single room,bungalow,137545
yes,Hawa dawai ke,15,self contain,duplex,249438
yes,Jabulo,15,self contain,duplex,104566
yes,Danbare,15,self contain,bungalow,244776
yes,Rimi gata,5,single room,duplex,130463
yes,Hawa dawai ke,15,self contain,duplex,140612
yes,Danbare,10,single room,duplex,136421
yes,Jabulo,5,single room,duplex,110856
yes,Hawa dawai ke,15,self contain,duplex,136945
yes,Danbare,10,single room,bungalow,132202
yes,Rimi gata,15,self contain,bungalow,135290
yes,Hawa dawai ke,5,single room,duplex,105065
yes,Hawa dawai ke,5,single room,bungalow,113869
yes,Jabulo,15,single room,duplex,105988
yes,Danbare,15,single room,duplex,137465
yes,Hawa dawai ke,5,single room,duplex,117119
yes,Jabulo,15,self contain,bungalow,110929
yes,Hawa dawai ke,10,self contain,duplex,184865
yes,Hawa dawai ke,15,single room,duplex,111093
yes,Jabulo,15,self contain,bungalow,105587
yes,Jabulo,15,single room,bungalow,148925
yes,Jabulo,5,single room,bungalow,118515
yes,Jabulo,5,single room,bungalow,124900
yes,Rimi gata,15,single room,duplex,113675
yes,Jabulo,10,self contain,bungalow,231518
yes,Hawa dawai ke,15,single room,duplex,121159
yes,Hawa dawai ke,5,self contain,duplex,151749
yes,Jabulo,5,single room,bungalow,146132
yes,Hawa dawai ke,15,single room,duplex,108191
yes,Jabulo,10,single room,duplex,117089
yes,Hawa dawai ke,10,self contain,bungalow,237933
yes,Jabulo,5,self contain,duplex,149871
yes,Danbare,5,self contain,bungalow,141848
yes,Jabulo,5,self contain,bungalow,164052
yes,Jabulo,10,self contain,bungalow,165762
yes,Hawa dawai ke,5,self contain,bungalow,212554
yes,Danbare,5,self contain,bungalow,134352
yes,Rimi gata,15,single room,bungalow,110966
yes,Jabulo,5,single room,bungalow,118209
yes,Hawa dawai ke,10,single room,bungalow,111387
yes,Rimi gata,5,single room,bungalow,112765
yes,Hawa dawai ke,5,single room,bungalow,137859
yes,Jabulo,15,self contain,bungalow,224848
yes,Hawa dawai ke,10,single room,duplex,101482
yes,Hawa dawai ke,10,single room,duplex,104448
yes,Rimi gata,5,self contain,bungalow,136294
yes,Jabulo,15,self contain,bungalow,205338
yes,Jabulo,10,self contain,duplex,112455
yes,Hawa dawai ke,15,self contain,bungalow,111626
yes,Hawa dawai ke,5,self contain,bungalow,188263
yes,Danbare,10,single room,bungalow,100643
yes,Danbare,10,self contain,duplex,128423
yes,Hawa dawai ke,15,single room,duplex,111953
yes,Jabulo,5,self contain,duplex,246638
yes,Rimi gata,5,single room,duplex,131894
yes,Rimi gata,10,single room,bungalow,126361
yes,Rimi gata,15,single room,bungalow,127744
yes,Rimi gata,5,self contain,bungalow,233173
yes,Hawa dawai ke,5,self contain,bungalow,203049
yes,Hawa dawai ke,5,single room,duplex,129771
yes,Hawa dawai ke,10,single room,duplex,116372
yes,Jabulo,15,self contain,duplex,191137
yes,Hawa dawai ke,15,single room,bungalow,105471
yes,Danbare,10,single room,bungalow,106943
yes,Danbare,5,single room,duplex,116597
yes,Hawa dawai ke,15,single room,duplex,106413
yes,Rimi gata,10,self contain,bungalow,219618
yes,Rimi gata,15,self contain,duplex,196015
yes,Jabulo,10,self contain,bungalow,192768
yes,Rimi gata,15,self contain,duplex,126651
yes,Jabulo,10,single room,bungalow,139025
yes,Hawa dawai ke,10,self contain,bungalow,211054
yes,Jabulo,15,single room,bungalow,112771
yes,Rimi gata,5,self contain,duplex,189986
yes,Rimi gata,15,self contain,bungalow,115177
yes,Jabulo,5,self contain,duplex,197896
yes,Hawa dawai ke,5,single room,duplex,133734
yes,Hawa dawai ke,10,single room,duplex,118749
yes,Rimi gata,10,single room,duplex,102058
yes,Hawa dawai ke,5,single room,duplex,116375
yes,Jabulo,10,single room,duplex,147241
yes,Rimi gata,10,self contain,duplex,104581
yes,Jabulo,10,self contain,duplex,242121
yes,Hawa dawai ke,15,single room,duplex,117567
yes,Jabulo,15,self contain,duplex,143164
yes,Danbare,5,self contain,duplex,189503
yes,Danbare,10,single room,bungalow,105760
yes,Jabulo,5,single room,bungalow,113891
yes,Hawa dawai ke,5,single room,duplex,140547
yes,Jabulo,5,self contain,duplex,113364
yes,Danbare,10,self contain,bungalow,129826
yes,Hawa dawai ke,5,self contain,duplex,105189
yes,Hawa dawai ke,10,single room,bungalow,119895
yes,Rimi gata,5,self contain,duplex,237330
yes,Jabulo,10,single room,duplex,109100
yes,Rimi gata,15,single room,duplex,122216
yes,Hawa dawai ke,10,single room,duplex,138073
yes,Hawa dawai ke,15,self contain,bungalow,112436
yes,Danbare,15,single room,duplex,109222
yes,Danbare,10,single room,bungalow,124669
yes,Danbare,5,self contain,duplex,191883
yes,Rimi gata,5,self contain,bungalow,116201
yes,Hawa dawai ke,5,single room,bungalow,118165
yes,Hawa dawai ke,15,single room,bungalow,128166
yes,Rimi gata,10,self contain,bungalow,232105
yes,Hawa dawai ke,5,single room,duplex,139391
yes,Rimi gata,15,single room,bungalow,141229
yes,Hawa dawai ke,5,single room,bungalow,143673
yes,Jabulo,10,single room,bungalow,143768
yes,Danbare,5,single room,duplex,102541
yes,Rimi gata,5,single room,bungalow,138271
yes,Hawa dawai ke,5,single room,bungalow,141449
yes,Danbare,15,self contain,bungalow,123216
yes,Jabulo,15,single room,bungalow,104509
yes,Danbare,10,self contain,bungalow,249158
yes,Rimi gata,10,self contain,bungalow,205062
yes,Danbare,10,self contain,bungalow,117818
yes,Rimi gata,10,single room,bungalow,142064
yes,Hawa dawai ke,10,single room,duplex,117974
yes,Hawa dawai ke,10,self contain,duplex,186798
yes,Jabulo,10,single room,duplex,107584
yes,Rimi gata,5,self contain,duplex,139766
yes,Rimi gata,5,single room,duplex,142100
yes,Rimi gata,10,single room,bungalow,117111
yes,Rimi gata,10,self contain,duplex,148673
yes,Danbare,15,self contain,duplex,237088
yes,Rimi gata,5,single room,bungalow,131390
yes,Jabulo,10,single room,bungalow,118371
yes,Jabulo,15,single room,bungalow,109930
yes,Danbare,15,single room,duplex,147852
yes,Hawa dawai ke,5,single room,bungalow,114568
yes,Rimi gata,10,single room,bungalow,132242
yes,Jabulo,10,single room,bungalow,136187
yes,Jabulo,15,self contain,duplex,162407
yes,Jabulo,10,self contain,duplex,249113
yes,Jabulo,10,single room,duplex,148074
yes,Rimi gata,5,single room,bungalow,121065
yes,Danbare,15,single room,bungalow,104205
yes,Rimi gata,5,single room,bungalow,139301
yes,Danbare,10,single room,bungalow,113225
yes,Jabulo,10,single room,duplex,126787
yes,Danbare,5,single room,duplex,139788
yes,Hawa dawai ke,15,single room,bungalow,140589
yes,Hawa dawai ke,15,self contain,duplex,214499
yes,Rimi gata,10,single room,bungalow,137271
yes,Hawa dawai ke,5,single room,duplex,139793
yes,Rimi gata,15,single room,duplex,109909
yes,Danbare,15,single room,bungalow,132784
yes,Hawa dawai ke,10,single room,bungalow,137394
yes,Danbare,10,self contain,bungalow,144231
yes,Rimi gata,15,self contain,bungalow,165104
yes,Jabulo,5,self contain,bungalow,170746
yes,Danbare,15,self contain,bungalow,149812
yes,Jabulo,5,self contain,bungalow,160621
yes,Hawa dawai ke,5,single room,bungalow,117245
yes,Jabulo,10,single room,bungalow,111923
yes,Danbare,15,single room,duplex,116328
yes,Jabulo,15,self contain,duplex,121852
yes,Rimi gata,5,self contain,duplex,186098
yes,Hawa dawai ke,15,single room,duplex,142757
yes,Jabulo,10,self contain,duplex,230528
yes,Jabulo,5,self contain,duplex,116316
yes,Hawa dawai ke,5,single room,bungalow,145637
yes,Jabulo,5,single room,duplex,140893
yes,Jabulo,10,self contain,duplex,184782
yes,Danbare,5,self contain,duplex,154550
yes,Danbare,10,self contain,duplex,216433
yes,Hawa dawai ke,15,single room,duplex,110056
yes,Danbare,5,single room,bungalow,122015
yes,Rimi gata,15,single room,bungalow,135140
yes,Jabulo,5,self contain,bungalow,147993
yes,Jabulo,5,self contain,bungalow,238781
yes,Rimi gata,15,single room,bungalow,121637
yes,Jabulo,5,single room,bungalow,120445
yes,Danbare,10,single room,bungalow,142515
yes,Jabulo,5,self contain,duplex,182812
yes,Danbare,15,self contain,bungalow,160866
yes,Hawa dawai ke,5,self contain,duplex,195424
yes,Hawa dawai ke,15,single room,bungalow,101313
yes,Rimi gata,10,single room,bungalow,127392
yes,Rimi gata,10,single room,duplex,114868
yes,Danbare,10,single room,bungalow,143767
yes,Danbare,15,self contain,duplex,118693
yes,Rimi gata,15,single room,bungalow,133853
yes,Hawa dawai ke,10,self contain,duplex,132183
yes,Danbare,5,single room,duplex,135255
yes,Danbare,10,self contain,duplex,211881
yes,Jabulo,15,self contain,duplex,166968
yes,Jabulo,15,self contain,duplex,172814
yes,Rimi gata,5,single room,duplex,100937
yes,Danbare,15,self contain,duplex,184166
yes,Danbare,15,self contain,duplex,108935
yes,Jabulo,5,self contain,bungalow,123259
yes,Rimi gata,15,self contain,duplex,182517
yes,Danbare,10,single room,bungalow,138806
yes,Danbare,15,single room,bungalow,144113
yes,Rimi gata,5,single room,duplex,112784
yes,Hawa dawai ke,10,self contain,bungalow,101386
yes,Jabulo,5,single room,duplex,147957
yes,Hawa dawai ke,5,self contain,bungalow,242824
yes,Jabulo,10,single room,duplex,114897
yes,Rimi gata,10,self contain,bungalow,174201
yes,Hawa dawai ke,5,self contain,bungalow,240996
yes,Danbare,15,single room,bungalow,108553
yes,Hawa dawai ke,10,single room,duplex,102781
yes,Danbare,10,self contain,duplex,127755
yes,Hawa dawai ke,10,self contain,duplex,138600
yes,Danbare,15,self contain,bungalow,163710
yes,Hawa dawai ke,10,single room,bungalow,117472
yes,Rimi gata,15,single room,duplex,141116
yes,Jabulo,15,self contain,duplex,249924
yes,Jabulo,10,self contain,duplex,230687
yes,Danbare,10,single room,duplex,128723
yes,Rimi gata,15,self contain,bungalow,102873
yes,Jabulo,5,single room,duplex,125306
yes,Jabulo,5,self contain,duplex,228681
yes,Rimi gata,10,self contain,bungalow,238456
yes,Hawa dawai ke,5,single room,duplex,114883
yes,Jabulo,5,single room,duplex,119554
yes,Rimi gata,5,self contain,duplex,141841
yes,Jabulo,10,self contain,bungalow,191593
yes,Jabulo,5,single room,bungalow,149134
yes,Jabulo,5,single room,bungalow,140510
yes,Rimi gata,15,single room,duplex,103537
yes,Hawa dawai ke,15,single room,bungalow,149536
yes,Danbare,15,self contain,duplex,101636
yes,Jabulo,10,single room,bungalow,129818
yes,Jabulo,15,self contain,duplex,117806
yes,Jabulo,15,single room,bungalow,130438
yes,Hawa dawai ke,5,single room,bungalow,104397
yes,Jabulo,15,single room,bungalow,127105
yes,Rimi gata,10,self contain,duplex,123244
yes,Jabulo,10,self contain,bungalow,193003
yes,Hawa dawai ke,15,self contain,duplex,217964
yes,Jabulo,10,single room,bungalow,128718
yes,Danbare,10,self contain,duplex,170410
yes,Danbare,5,self contain,duplex,233792
yes,Rimi gata,5,self contain,duplex,118801
yes,Rimi gata,5,self contain,duplex,216570
yes,Rimi gata,5,self contain,bungalow,196644
yes,Rimi gata,5,self contain,bungalow,212691
yes,Jabulo,10,self contain,duplex,129590
yes,Rimi gata,10,self contain,bungalow,162937
yes,Hawa dawai ke,10,self contain,bungalow,124238
yes,Jabulo,10,self contain,bungalow,205055
yes,Rimi gata,15,single room,bungalow,110882
yes,Hawa dawai ke,15,self contain,bungalow,207160
yes,Jabulo,15,single room,duplex,127629
yes,Jabulo,5,self contain,duplex,201243
yes,Hawa dawai ke,15,self contain,bungalow,185642
yes,Danbare,5,single room,duplex,146591
yes,Rimi gata,10,single room,bungalow,103823
yes,Jabulo,10,self contain,duplex,108962
yes,Rimi gata,10,self contain,bungalow,187492
yes,Danbare,10,self contain,duplex,169737
yes,Jabulo,15,self contain,duplex,155435
yes,Jabulo,10,self contain,duplex,121439
yes,Danbare,15,single room,duplex,115877
yes,Rimi gata,5,single room,bungalow,135973
yes,Rimi gata,15,self contain,duplex,149085
yes,Rimi gata,10,single room,duplex,130730
yes,Danbare,10,self contain,duplex,220361
yes,Danbare,15,self contain,duplex,240052
yes,Rimi gata,15,self contain,bungalow,123707
yes,Jabulo,5,self contain,bungalow,195512
yes,Danbare,5,self contain,bungalow,172326
yes,Rimi gata,10,self contain,bungalow,145855
yes,Rimi gata,5,single room,bungalow,119186
yes,Jabulo,5,single room,duplex,127692
yes,Hawa dawai ke,10,single room,duplex,143122
yes,Jabulo,5,single room,duplex,108290
yes,Hawa dawai ke,15,self contain,bungalow,155868
yes,Rimi gata,5,self contain,bungalow,204564
yes,Hawa dawai ke,10,single room,bungalow,106593
yes,Rimi gata,15,self contain,duplex,172091
yes,Jabulo,5,self contain,duplex,108176
yes,Danbare,5,single room,duplex,115144
yes,Rimi gata,10,single room,duplex,122311
yes,Danbare,10,single room,bungalow,115824
yes,Hawa dawai ke,15,single room,bungalow,130846
yes,Rimi gata,10,self contain,bungalow,215122
yes,Rimi gata,15,single room,duplex,110530
yes,Rimi gata,15,single room,duplex,142291
yes,Danbare,10,single room,duplex,121064
yes,Hawa dawai ke,10,self contain,duplex,209861
yes,Jabulo,5,single room,duplex,147101
yes,Rimi gata,15,self contain,bungalow,221513
yes,Hawa dawai ke,10,single room,duplex,141846
yes,Danbare,10,self contain,bungalow,153058
yes,Rimi gata,5,single room,duplex,126765
yes,Hawa dawai ke,15,single room,duplex,118096
yes,Rimi gata,15,self contain,duplex,135480
yes,Hawa dawai ke,15,single room,bungalow,130127
yes,Rimi gata,5,self contain,bungalow,125342
yes,Jabulo,10,self contain,bungalow,238466
yes,Jabulo,15,single room,duplex,110026
yes,Jabulo,10,self contain,bungalow,113163
yes,Rimi gata,5,single room,bungalow,125992
yes,Hawa dawai ke,10,self contain,bungalow,176015
yes,Danbare,15,self contain,bungalow,205691
yes,Danbare,10,single room,duplex,109723
yes,Danbare,10,single room,bungalow,132847
yes,Danbare,5,self contain,duplex,237816
yes,Jabulo,15,self contain,duplex,115923
yes,Hawa dawai ke,5,single room,duplex,120061
yes,Jabulo,5,single room,bungalow,140319
yes,Hawa dawai ke,5,single room,bungalow,129184
yes,Hawa dawai ke,5,self contain,bungalow,156526
yes,Jabulo,5,single room,duplex,127720
yes,Danbare,15,self contain,bungalow,115637
yes,Rimi gata,5,self contain,duplex,118113
yes,Hawa dawai ke,15,self contain,duplex,209008
yes,Hawa dawai ke,5,single room,duplex,115216
yes,Jabulo,10,self contain,duplex,168355
yes,Jabulo,10,single room,duplex,116704
yes,Jabulo,10,single room,bungalow,111721
yes,Danbare,15,single room,duplex,140560
yes,Rimi gata,5,self contain,bungalow,136088
yes,Danbare,15,single room,bungalow,104467
yes,Jabulo,10,self contain,duplex,209012
yes,Jabulo,10,self contain,duplex,132416
yes,Rimi gata,5,single room,bungalow,131592
yes,Rimi gata,10,single room,bungalow,117591
yes,Hawa dawai ke,15,self contain,bungalow,187992
yes,Rimi gata,15,self contain,duplex,170184
yes,Jabulo,10,self contain,bungalow,101215
yes,Danbare,10,single room,duplex,141497
yes,Danbare,10,self contain,bungalow,219254
yes,Danbare,15,self contain,duplex,203193
yes,Hawa dawai ke,10,self contain,bungalow,221688
yes,Rimi gata,15,self contain,bungalow,104373
yes,Danbare,10,self contain,duplex,105229
yes,Jabulo,15,self contain,bungalow,123046
yes,Jabulo,10,self contain,bungalow,230962
yes,Hawa dawai ke,5,single room,bungalow,132854
yes,Hawa dawai ke,10,self contain,duplex,238822
yes,Rimi gata,5,self contain,bungalow,175997
yes,Jabulo,15,single room,duplex,123054
yes,Rimi gata,5,single room,duplex,140833
yes,Jabulo,5,single room,bungalow,139038
yes,Danbare,15,single room,duplex,146454
yes,Hawa dawai ke,15,single room,bungalow,135579
yes,Jabulo,5,self contain,duplex,152329
yes,Danbare,5,single room,bungalow,129478
yes,Danbare,5,single room,bungalow,140181
yes,Jabulo,5,self contain,duplex,240034
yes,Jabulo,10,self contain,duplex,179940
yes,Hawa dawai ke,10,self contain,bungalow,216040
yes,Danbare,15,single room,duplex,116065
yes,Rimi gata,15,self contain,duplex,222311
yes,Danbare,10,self contain,duplex,116822
yes,Jabulo,10,self contain,bungalow,107303
yes,Hawa dawai ke,15,single room,bungalow,145254
yes,Rimi gata,10,self contain,duplex,186218
yes,Rimi gata,5,self contain,bungalow,238686
